ardf_num,mrds_num,site,location,quad_250,quad_63360,comm_main,comm_other,ore,gangue,site_type,status,production,dep_model,model_code,alteration,geol_desc,work_expl,comments,expand_ref,rept_names,rept_date,age,rept_aff,prod_notes,reserves,prime_ref,latitude,longitude,datum,source_datum
NM218,10308000,Ullrich (Judy and Deb Bench claims),The William H. Ullrich placer mine is on the south-facing part of the ridge between Rock Creek and Glacier Creek.  The map site is at the midpoint between the Judy and Deb Bench claims (U.S. Mineral Survey No. 2271) at an elevation of 350 feet on the boun,NM,C-1,Au,,Gold,,Mine,Probably inactive,Yes; small,"Alluvial placer Au; high-level bench deposit (Cox and Singer, 1986; model 39a).",39a,,"A high-level (bench) gold placer was discovered and probably mined as recently as the 1960,s.  The claims were surveyed for patent in 1976, and two were patented in 1977.  The main placer pit is excavated subparallel to a south-trending gulch into Glacier","The claims were mined hydraulically, probably as recently as the 1960s.",,"U.S. Mineral Survey No. 2271 by Maurice Oswald, 1976, patent granted April 19, 1977 (available at the U.S. Bureau of Land Management, Anchorage).",C.C. Hawley and Travis L. Hudson,7/10/2000,Probably Pleistocene; possibly Tertiary.,"Hawley Resource Group, Inc.",,,This report,64.603341,-165.401955,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM219,A012904,Hot Air Bench (Columbia Mine),The Hot Air Bench placer is on the north side of lower Glacier Creek.  The coordinates are for the approximate midpoint of an open-cut mine 900 feet north-northwest of the mouth of Snow Gulch on the Columbia claim of the Hot Air Mining Company (U.S. Miner,NM,C-1,Au,Ag,"Arsenopyrite, gold",,Mine,Inactive,Yes,"Alluvial placer Au; elevated bench formed on ancestral Glacier Creek  (Cox and Singer, 1986; model 39a).",39a,,"The Hot Air Bench appears to be a true bench of Glacier Creek.  It is approximately 100 feet vertically above and 900 feet horizontally north of Glacier Creek.  Two claims of the Hot Air Mining Company were located May 28, 1899, and August 17, 1900; the c","The first bench claims were located in 1899; mining commenced immediately.  The claims were surveyed for patent in 1901, at which time there was a small open cut on the Columbia claim. The richest part of the placer was mined by 1903, when the area was vi",,"Cathcart, S.H., 1922, Metalliferous lodes in southern Seward Peninsula:  U.S. Geological Survey Bulletin 722-F, p. 163-261. |Cobb, E.H., 1972, Metallic mineral resources map of the Nome quadrangle, Alaska:  U.S. Geological Survey Miscellaneous Field Studi",C.C. Hawley and Travis L. Hudson,7/10/2000,Pleistocene.,"Hawley Resource Group, Inc.","Total production is believed to have been at least 600,000 dollars (gold at 20.67 dollars per ounce) or  about 30,000 ounces of gold and 3,000 ounces of silver.",,"Collier and others, 1908",64.598041,-165.410655,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM220,A012830; D002585,Glacier Creek (includes Bonanza and Bergstrom Gulches),"Glacier Creek is an east tributary to Snake River.  It has been placer mined over a distance of at least 7,000 feet, starting at an elevation of about 75 feet downstream of the Snake River road crossing and extending upstream to an elevation of about 125",NM,C-1,Au,"Ag, Sn, W","Cassiterite, gold, scheelite",Garnet,Mine,Inactive,Yes; medium,"Alluvial placer Au (Cox and Singer, 1986; model 39a).",39a,,"Significant placer mining took place on Glacier Creek starting in 1900 when more than 36,000 ounces of gold were produced (Brooks and others, 1901).  Mining continued to at least 1922 and included dredge operations from 1916 to 1922 (Cobb, 1978 [OFR 78-93","Glacier Creek was an early discovery in the Nome district.  Claims were staked covering part of Glacier Creek and lower Snow Gulch on September 20 and November 28, 1898, by the Pioneer Mining Company owned by Lindeberg, Lindblom, and Brynteson.  Claims on",,"Anderson, Eskil, 1947, Mineral occurrences other than gold deposits in northwestern Alaska: Alaska Territorial Division of Mines Pamphlet 5-R, 48 p.|Brooks, A.H., 1904, Placer mining in Alaska in 1903:  U.S. Geological Survey Bulletin 225, p. 43-59.|Brook",C.C. Hawley and Travis L. Hudson,7/10/2000,Quaternary.,"Hawley Resource Group, Inc.","Production from as early as 1900 through 1922; possibly some activity in the 1930s.  Production cannot be subdivided, but more than 750,000 dollars worth of gold (35,000 ounces) was recovered in 1900.",,"Collier and others, 1908",64.596241,-165.422255,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM221,A012902,Lynx Claim; Glacier Creek,"The Lynx claim is at an elevation of about 150 feet on the north bank of Glacier Creek, opposite the mouth of Snow Gulch (NM222).  The map location is in the NE1/4 section 26, T. 9 S., R. 10 W.,  Kateel River Meridian and it is probably accurate to within",NM,C-1,"Au, W",,"Arsenopyrite, gold, pyrite, scheelite","Albite, quartz",Mine,Inactive,Undetermined,"Low-sulfide Au-quartz veins (Cox and Singer, 1986; model 36a).",36a,Albitization; introduction of pyrite and arsenopyrite in schist.,"This deposit consists of sulfide- and scheelite-bearing quartz veins, layers, and lenses as much as 6 inches thick separated by sulfide-bearing schist.  The quartz bodies are parallel to the foliation in the schist. The deposit was first reported by Colli","A 60-foot shaft and several short adits were driven during or before 1920; the deposit was discovered before 1903 (Collier and others, 1908).",,"Anderson, Eskil, 1947, Mineral occurrences other than gold deposits in northwestern Alaska: Alaska Territorial Division of Mines Pamphlet 5-R, 48 p.|Cathcart, S.H., 1922, Metalliferous lodes in southern Seward Peninsula:  U.S. Geological Survey Bulletin 7",C.C. Hawley and Travis L. Hudson,7/10/2000,Mid-Cretaceous; veins cross cut regionally metamorphosed schist; see NM207.,"Hawley Resource Group, Inc.",,,"Mertie, 1918",64.597741,-165.408555,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM222,A012903; D002592,Snow Gulch,"This alluvial placer gold mine is on Snow Gulch, a south tributary to Glacier Creek.  The mouth of Snow Gulch is about 3,400 feet upstream of the Snake River road crossing of Glacier Creek, and part of the Snake River road parallels Snow Gulch about 500 f",NM,C-1,Au,"Ag, W","Gold, scheelite",Garnet,Mine,Inactive,Yes; medium,"Alluvial placer Au (Cox and Singer, 1986; model 39a).",39a,,"This small south tributary to Glacier Creek (NM220), only about three quarters of a mile long, contained one of the richest gold placers on Seward Peninsula and produced more than 48,000 ounces of gold around 1900; the first claims on the creek were stake","Largely worked out by 1903, but some small-scale mining continues to the present.  It was a shallow placer amenable to hand and simple hydraulic mining.",,"Brooks, A.H., Richardson, G.B., Collier, A.J., and W.C. Mendenhall, 1901, A reconnaissance in the Cape Nome and adjacent gold fields of Seward Peninsula, Alaska, in 1900:  U.S. Geological Survey Special Publication, p. 1-185, maps.|Bundtzen, T.K., Reger,",C.C. Hawley and Travis L. Hudson,7/10/2000,Quaternary.,"Hawley Resource Group, Inc.","Snow Gulch was one of the richest gold placers on Seward Peninsula.  More than 48,000 ounces of gold were produced around 1900, and there has been minor unrecorded production to the present.",,"Brooks, Richardson and Collier, 1901",64.593141,-165.402754,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM223,A012839,Saddle; New Era; Big Four,"This site represents several closely related lode deposits in the headwaters of Snow Gulch, especially above the split of the gulch into two headward forks.  The map location is on the Saddle deposit developed above the north fork of Snow Gulch, at an ele",NM,C-1,Au,"Ag, Sb, W","Arsenopyrite, galena, gold, pyrite, scheelite, stibnite","Albite, calcite, quartz",Prospects,Active?,Undetermined,"Low-sulfide Au-quartz veins (Cox and Singer, 1986; model 36a)",36a,"Albitization, silicification, and sulfidization of schist.",The Saddle deposit is of sheeted vein type; it trends northeasterly from near the west portal of the Miocene Ditch tunnel nearly to the top of hill 691.  Other gold-bearing veins were developed in the south fork of upper Snow Gulch. One prospect in this g,"Lode prospects were located in this area as early as 1899; there was considerable lode prospecting activity until World War I.  In the mid-1980's, R.V. Bailey discovered the Saddle deposit and began a trenching program that identified a sheeted vein compl",,"Bundtzen, T.K., Reger, R.D., Laird, G.M., Pinney, D.S., Clautice, K.H., Liss, S.A., and Cruse, G.R., 1994, Progress report on the geology and mineral resources of the Nome mining district: Alaska Division of Geological and Geophysical Surveys, Public Data","C.C. Hawley (Hawley Resources Group, Inc.) and Travis L. Hudson (Applied Geology, Inc.)",10/12/2005,Mid-Cretaceous; veins cross cut regionally metamorphosed schist; see NM207.,,,"As of March 28, 2007 NovaGold Resources Inc. (2007, Reserve) lists the the reserves at the Saddle prospect as 3.6 million tonnes of material with a grade of 2.3 ounces of gold per ton.",This report,64.589741,-165.392454,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM224,10308001,Trench 7--Divide Zone (Bonanza Hill),"The Trench 7--Divide deposit is at an elevation of 450 to 465 feet about 1,200 to 1,500 feet due east of the rounded top of Bonanza Hill.  The map location is in the northwest corner of section 36, T. 10 S., R. 34 W., Kateel River Meridian, and it is accu",NM,C-1,Au,,"Arsenopyrite, gold (?), pyrite","Albite, calcite, quartz",Prospect,Undetermined,None,"Low-sulfide Au-quartz veins (Cox and Singer, 1986; model 36a).",36a,,The Trench 7--Divide deposit was identified from exploration by BHP in 1990 and by Newmont Mining Company in 1992; there are some old trenches and cuts of uncertain age on the deposit.  The area was mapped by Thomas Borovicka for Newmont in 1992; his map,This prospect has been explored by numerous trenches and shallow drill holes.,,"Bundtzen, T.K., Reger, R.D., Laird, G.M., Pinney, D.S., Clautice, K.H., Liss, S.A., and Cruse, G.R., 1994, Progress report on the geology and mineral resources of the Nome mining district: Alaska Division of Geological and Geophysical Surveys, Public Data",C.C. Hawley and Travis L. Hudson,7/10/2000,Mid-Cretaceous; veins cross cut regionally metamorphosed schist; see NM207.,"Hawley Resource Group, Inc.",,,This report,64.582541,-165.396853,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM225,A012842,Hendrickson; Kotovic and Stipek (Anvil Creek),"This lode prospect is at an elevation of about 350 feet on the northwest side of Anvil Creek and 400 feet due east of the Snake River road.  It is about 3,800 feet southeast of Bonanza Hill (elevation 640 feet).  This prospect is included in locality 48 o",NM,C-1,"Au, Sb",,"Arsenopyrite, gold, pyrite, stibnite",Quartz,Prospect,Active?,Undetermined.,"Low-sulfide Au-quartz veins (Cox and Singer, 1986; model 36a).",36a,,"The Hendrickson prospect is within or near the Anvil Creek fault and related shear zones that are as much as 120 feet wide.  The deposit consists of quartz-calcite veins that contain arsenopyrite, pyrite, and locally stibnite.  The veins commonly cut schi","This prospect was explored by a 150-foot adit that was partially caved by 1916 (Cathcart, 1922).  In 1916, the total length of underground workings on lode gold prospects in Anvil Creek valley was several hundred feet (Mertie, 1918).",,"Brooks, A.H., 1916, Antimony deposits of Alaska:  U.S. Geological Survey Bulletin 649, 67 p.|Bundtzen, T.K., Reger, R.D., Laird, G.M., Pinney, D.S., Clautice, K.H., Liss, S.A., and Cruse, G.R., 1994, Progress report on the geology and mineral resources of",C.C. Hawley and Travis L. Hudson,7/10/2000,Mid-Cretaceous or younger; vein cross cuts schist metamorphosed during the mid-Cretaceous.,"Hawley Resource Group, Inc.",,,"Cathcart, 1922",64.581541,-165.390853,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM226,A012844; A012845,Widstedt (Anvil Creek),The Widstedt prospect is at an elevation of about 250 feet in a small drainage on the south flank of Bonanza Hill (elevation 640 feet) and about 500 feet due west of the Snake River road.  It is locality 20 of Hummel (1962 [MF 247]) and included in locali,NM,C-1,"Au, Sb",,"Arsenopyrite, gold, pyrite, stibnite",Quartz,Prospect,Active?,Yes; small,"Low-sulfide Au-quartz veins (Cox and Singer, 1986; model 36a) and/or possibly simple Sb deposits (Cox and Singer, 1986; model 27d).","36a, 27d?",,"The Widstedt prospect lies within or near the Anvil Creek fault and related shear zones that are as much as 120 feet wide.  The deposit consists of quartz-calcite veins that contain arsenopyrite, pyrite, and locally stibnite.  |The veins commonly cut schi","An exploration shaft was filled with water by 1920; some open-cut surface workings are also present (Cathcart, 1922).  In 1916, the total length of underground workings on lode gold prospects in Anvil Creek valley was several hundred feet (Mertie, 1918 [B",,"Brooks, A.H., 1916, Antimony deposits of Alaska:  U.S. Geological Survey Bulletin 649, 67 p.|Bundtzen, T.K., Reger, R.D., Laird, G.M., Pinney, D.S., Clautice, K.H., Liss, S.A., and Cruse, G.R., 1994, Progress report on the geology and mineral resources of",C.C. Hawley and Travis L. Hudson,7/10/2000,Mid-Cretaceous; vein cuts schist metamorphosed during the mid-Cretaceous; see NM207.,"Hawley Resource Group, Inc.","A small amount of antimony ore is reported to have been mined from the Widstedt prospect (Mertie, 1918 [B 662-I. p. 425-449]).",,"Cathcart, 1922",64.579241,-165.400253,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM227,10308002,Scotia (Anvil Creek),"The Scotia prospect is at an elevation of about 250 feet on the northwest side of Anvil Creek, and its about 300 feet southwest of the Snake River road switchback where it crosses Anvil Creek.  The prospect is locality 16 of Hummel (1962 [MF 247]).  The m",NM,C-1,Au (?),,"Arsenopyrite, pyrite","Calcite, quartz",Prospects,Inactive,None,"Low-sulfide Au-quartz veins? (Cox and Singer, 1986; model 36a).",36a?,,"The Scotia prospect is probably within sheared wallrock near the Anvil fault. Cathcart (1922, p. 239) reported that an 8-inch quartz-calcite vein occured in a short tunnel on the Scotia claim; pyrite and arsenopyrite were present in both schist and vein m","A 10-foot tunnel was reported by Cathcart (1922, p. 239).",,"Bundtzen, T.K., Reger, R.D., Laird, G.M., Pinney, D.S., Clautice, K.H., Liss, S.A., and Cruse, G.R., 1994, Progress report on the geology and mineral resources of the Nome mining district: Alaska Division of Geological and Geophysical Surveys, Public Data",C.C. Hawley and Travis L. Hudson,7/10/2000,Mid-Cretaceous or younger; vein cuts schist and marble metamorphosed during the mid-Cretaceous.,"Hawley Resource Group, Inc.",,,"Cathcart, 1922",64.57774,-165.402153,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM228,A012841; A012905,Bonanza Hill; Gold Bug; Golden Eagle,"The Gold Bug and Golden Eagle prospects reportedly are at an elevation of about 400 feet, halfway between Mountain Creek and Snow Gulch.  This prospect, about 2,200 feet northwest of the top of Bonanza Hill,  was shown as locality 3 by Hummel (1962 [MF 24",NM,C-1,Au,,"Arsenopyrite, gold, hematite, limonite, pyrite","Feldspar (albite?), quartz",Prospects,Inactive,Undetermined.,"Low-sulfide Au-quartz veins (Cox and Singer, 1986; model 36a).",36a,,"Mertie (1918, p. 434) reported that country rock schist at the locality strikes N 32 W and dips 25 S.  At the time of Mertie's visit, a 125-foot tunnel had been driven on a 6-foot vein of iron-stained quartz that contained iron sulfides.  The vein strikes","An adit, variously reported as 120- or 125-feet long, was reported by Mertie (1918 [B 662-I, p. 425-449]) and Cathcart (1922); there are two sloughed trenches and a recent drill hole (Newmont Mining Company, unpublished report, 1992) in the area.  The are","Chapin (1914, p. 401) proposed that the vein exposed on the Gold Bug and Golden Eagle claims is the same as the vein at the New Era tunnel.  This assertion is doubtful, because extensive trenching and some drilling indicate that veins in this area are dis","Bundtzen, T.K., Reger, R.D., Laird, G.M., Pinney, D.S., Clautice, K.H., Liss, S.A., and Cruse, G.R., 1994, Progress report on the geology and mineral resources of the Nome mining district: Alaska Division of Geological and Geophysical Surveys, Public Data",C.C. Hawley and Travis L. Hudson,7/10/2000,Mid-Cretaceous or younger; vein cuts schist metamorphosed during the mid-Cretaceous.,"Hawley Resource Group, Inc.",,,"Cathcart, 1922",64.58974,-165.417254,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM229,A012840; D002586,Jorgensen; Mountain Creek; Mary's Gulch,"This site includes lode and placer deposits in the Mountain Creek, Mary Gulch, and Nellie Gulch area.  The Jorgensen lode claims appear to underlie part of the Mountain Creek placer deposit at an approximate elevation of 250 feet.  The map location is at",NM,,Au,"Ag, Pb, W","Arsenopyrite, galena, gold, hematite, pyrite, scheelite","Feldspar, quartz",Mine,Inactive,Yes,"Low-sulfide Au-quartz veins (Cox and Singer, 1986; model 36a); partly residual gold placer (model 39a).","36a, 39a",Albitization; bleaching and silicification of marble; and sulfidization of schist.,"The placer gold  deposit in Mountain Creek, discovered in September, 1898, by E.O. Lindblom and his associates, was probably the first important placer discovery in the Nome district.  A narrow gulch placer deposit on the creek appears to have been mined","These placer and lode deposits have been explored by shallow cuts and trenches.  The Mountain Creek placer was located on September 9 and 19, 1898, recorded on October 18, 1898, and amended on October 22, 1900.  A narrow, linear placer mine had been devel",,"Bundtzen, T.K., Reger, R.D., Laird, G.M., Pinney, D.S., Clautice, K.H., Liss, S.A., and Cruse, G.R., 1994, Progress report on the geology and mineral resources of the Nome mining district: Alaska Division of Geological and Geophysical Surveys, Public Data",C.C. Hawley and Travis L. Hudson,7/10/2000,Mid-Cretaceous; veins cut schist and marble metamorphosed during the mid-Cretaceous; see NM207.,"Hawley Resource Group, Inc.",Gold has been produced from the Mountain Creek placer and from weathered material over the in-situ lode.,,"Mertie, 1918",64.58394,-165.424453,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM230,A012849,Peterson and Lamoreaux (Banner Peak),"These are two Peterson and Lamoreaux prospects, one at 650 feet elevation and one at 550 feet elevation, on Banner Peak.  This is about the same as locality 13 of Hummel (1962 [MF 247]) and locality 50 of Cobb (1972 [MF 463], 1978 [OFR 78-93]).   The map",NM,C-1,"Pb, Sb",Au (?),"Galena, stibnite",Quartz,Prospects,Inactive,Undetermined,"Low-sulfide Au-quartz vein (Cox and Singer, 1986, model 36a); simple Sb deposits? (Cox and Singer, 1986; model 27d).","36a, 27d?",,"Banner Peak is underlain mainly by graphitic quartz schist (quartzite) faulted to the north against chlorite-rich metaturbidite schist and marble (Bundtzen and others, 1994).  The Peterson and Lamoreaux quartz prospect is at an elevation of 650 feet in gr",Open cuts and shallow shafts were developed before 1916.,,"Bundtzen, T.K., Reger, R.D., Laird, G.M., Pinney, D.S., Clautice, K.H., Liss, S.A., and Cruse, G.R., 1994, Progress report on the geology and mineral resources of the Nome mining district: Alaska Division of Geological and Geophysical Surveys, Public Data",C.C. Hawley and Travis L. Hudson,7/10/2000,"Probably mid-Cretaceous; Mertie (1918 [B 662-I, p. 425-449]) thought the vein quartz could be old and possibly related to metamorphism; see NM207.","Hawley Resource Group, Inc.","About 1,500 pounds of antimony ore reportedly were produced from the Peterson and Lamoreaux antimony deposit (Mertie, 1918 [B 662-I, p. 425-449]).",,"Mertie, 1918",64.57274,-165.423552,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM231,10308003,Mohawk (Banner Peak),"The Mohawk lode prospect is on the west flank of Banner Peak at an elevation of about 400 feet.  The map location is at the southeast corner of section 34, T. 10 S., R. 34 W., Kateel River Meridian.  The prospect is locality 10 of Hummel (1962 [MF 247]);",NM,C-1,Au (?),,"Arsenopyrite, pyrite, pyrrhotite (?)",,Prospect,Inactive,None,"Low-sulfide Au-quartz veins? (Cox and Singer, 1986; model 36a).",36a?,Sulfidization of schist.,"The country rock at the Mohawk prospect is mainly graphitic schist and graphitic quartzite (Bundtzen and others, 1994).  Shallow pits expose schist containing disseminated pyrite, arsenopyrite, and possibly pyrrhotite.",Shallow exploration pits at this prospect date from before 1920; reconnaissance work was done here in 1992 by Newmont Mining Company.,,"Hummel, C.L., 1962, Preliminary geologic map of the Nome C-1 quadrangle, Seward Peninsula, Alaska:  U.S. Geological Survey Miscellaneous Field Studies Map MF-247, 1 sheet, scale 1:63,360.",C.C. Hawley and Travis L. Hudson,7/10/2000,Mid-Cretaceous or younger; superimposed on schist metamorphosed during the mid-Cretaceous.,"Hawley Resource Group, Inc.",,,This report,64.57114,-165.436152,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM232,A012850,"Unnamed (near VABM 592, south of Banner Peak)","This occurrence is at an elevation of 400 to 500 feet on the southwest flank of Banner Peak.  It is about 800 feet southwest of VABM 592 in the east-central part of section 3, T. 11 S., R. 34 W., Kateel River Meridian.  It is locality 28 of Hummel (1962 [",NM,C-1,Au,"Pb, Sb","Arsenopyrite, galena, pyrite, stibnite","Albite, quartz",Occurrence,Inactive,No,"Albitic replacements in schist; allied to Low-sulfide Au-quartz veins (Cox and Singer, 1986; model 36a).",36a,Albitization.,"Hummel (1962 [MF 247]) described old prospect pits south of Banner Peak near hill elevation 592 that contained lead- and antimony-bearing minerals, presumably galena and stibnite.  The area was included in a soil geochemical survey conducted by BHP in 199","Old exploration pits and trenches are of pre-1920 vintage.  A soil geochemical survey was completed in 1990 by BHP, and trenching and drilling was done in 1992 by Newmont Mining Company.",,"Bundtzen, T.K., Reger, R.D., Laird, G.M., Pinney, D.S., Clautice, K.H., Liss, S.A., and Cruse, G.R., 1994, Progress report on the geology and mineral resources of the Nome mining district: Alaska Division of Geological and Geophysical Surveys, Public Data",C.C. Hawley and Travis L. Hudson,7/10/2000,Mid-Cretaceous or younger; superimposed on schist metamorphosed during the mid-Cretaceous.,"Hawley Resource Group, Inc.",,,This report,64.563639,-165.439652,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM233,A012847,Olsen (Anvil Creek),"The Olsen lode prospect is at an elevation of about 200 feet on the east side of Anvil Creek.  It is 1,000 feet south of the Snake River road switchback where it crosses Anvil Creek and about one-quarter mile south of the mouth of Specimen Gulch.  The map",NM,C-1,"Au, Sb",Cu,"Gold, pyrite, stibnite","Quartz, talc (?)",Prospect,Inactive,Undetermined.,"Low-sulfide Au-quartz veins (Cox and Singer, 1986, model 36a); simple Sb deposits  (Cox and Singer, 1986; model 27d).","36a, 27d",,"The Olsen prospect consists of two long-abandoned shafts sunk on the east side of Anvil Creek.  The workings date from the early 1900's (Mertie, 1918 [B 662-I, p. 425-449]; Cathcart, 1922).  A 54-foot shaft was sunk on a north-northwest striking, west-dip","Five lode claims aligned about N 25 E were located and prospected by Charles Olsen before 1916 (Mertie, 1918 [B 662-I, p. 425-449]).  A 97-foot shaft had a 35-foot drift.  Workings in 1920 (Cathcart, 1922) included the 97-foot shaft and a 54-foot shaft.",,"Cathcart, S.H., 1922, Metalliferous lodes in southern Seward Peninsula:  U.S. Geological Survey Bulletin 722-F, p. 163-261.|Hummel, C.L., 1962, Preliminary geologic map of the Nome C-1 quadrangle, Seward Peninsula, Alaska:  U.S. Geological Survey Miscella",C.C. Hawley and Travis L. Hudson,7/10/2000,Probably mid-Cretaceous or younger; see NM207.,"Hawley Resource Group, Inc.",,,"Mertie, 1918",64.57494,-165.398952,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM234,A012846; A012843,Widstedt No. 1,"The Widstedt No. 1 prospect is on the southeast side of Anvil Creek, approximately at the Snake River road crossing.  The map location is in the west-central part of section 36, T. 10 S., R. 34 W., Kateel River Meridian.  This is locality 48 of Cobb (1972",NM,C-1,Sb,Au,"Arsenopyrite, jarosite, kermesite, pyrite, stibiconite, stibnite",Quartz,Prospects,Probably inactive,Undetermined,"Simple Sb deposits  (Cox and Singer, 1986; model 27d).",27d,Silicification and sulfidization of graphitic schist.,"The Widstedt No. 1 (Widstedt tunnel) prospect is in the Anvil Creek fault zone (Mertie, 1918 [B 662-I, p. 430]; Cathcart, 1922, p. 238-239; Hummel, 1962 [MF 247]).  At the prospect, graphitic schist is contorted, broken, and commonly stained with jarosite",The antimony-bearing shear zone was explored by workings as early as 1899; antimony prospecting continued through World War I.,,"Cathcart, S.H., 1922, Metalliferous lodes in southern Seward Peninsula:  U.S. Geological Survey Bulletin 722-F, p. 163-261.|Cobb, E.H., 1972, Metallic mineral resources map of the Nome quadrangle, Alaska:  U.S. Geological Survey Miscellaneous Field Studie",C.C. Hawley and Travis L. Hudson,7/10/2000,Probably mid-Cretaceous or younger; see NM207.,"Hawley Resource Group, Inc.",,,"Cathcart, 1922",64.578941,-165.394153,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM235,A012835,Stipek And Kotovic (divide between Glacier and Rock Creeks),"The approximate location of the Stipek and Kotovic prospect is between 150 and 350 feet elevation on the south flank of Mount Byrntson.  The map location is at 300 feet elevation on the divide between Glacier and Rock Creeks, in the east-central part of s",NM,C-1,Au,"Ag, W","Arsenopyrite, galena, gold, pyrite, scheelite","Albite, quartz",Prospect,Probably inactive,Undetermined,"Low-sulfide Au-quartz veins (Cox and Singer, 1986; model 36a).",36a,Albitization and sulfidization of schist.,"Massive quartz veins and mineralized schist subcrop on the divide between Glacier Creek and Rock Creek.  The general trend of the deposit is northeast, more or less parallel to the ridge.  The prospect was developed around 1916 by Stipek and Kotovic (Mert","The area was prospected by Stipek and Kotovic before 1916 by shallow pits and shafts (Mertie, 1918 [B 662-I, p. 425-449]; Cathcart, 1922).  Renewed exploration began in 1985; Placer Dome drilled several shallow holes in the area in 1987-88.",,"Bundtzen, T.K., Reger, R.D., Laird, G.M., Pinney, D.S., Clautice, K.H., Liss, S.A., and Cruse, G.R., 1994, Progress report on the geology and mineral resources of the Nome mining district: Alaska Division of Geological and Geophysical Surveys, Public Data",C.C. Hawley and Travis L. Hudson,7/10/2000,Probably mid-Cretaceous or younger; see NM207.,"Hawley Resource Group, Inc.",Some scheelite may have been produced in 1916.,,"Cathcart, 1922",64.602141,-165.415255,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
NM236,A012906; D002851,Anvil Creek,"This record describes the Anvil Creek system of placer gold deposits upstream of the Nome coastal plain.  The map location is on the discovery claim, just west of the center of section 2, T. 11 S., R. 34 W., Kateel River Meridian.  The site is approximate",NM,C-1,Au,"Ag, Pb, W","Galena, gold, magnetite, scheelite",Garnet,Mine,Active,Yes; large,"Alluvial placer Au (Cox and Singer, 1986; model 39a).",39a,,"Placer gold was discovered on lower Anvil Creek at an elevation of about 150 feet on September 22, 1898; by the end of 1898, the creek was staked between the coastal plain and Nekula Gulch (U.S. Mineral Survey plats, especially No. 722).  The discoverers","Gold was discovered on Anvil Creek in September, 1898, and by the end of the year all of Anvil Creek between the coastal plain and Nekula Gulch was staked.  From 1899 to 1902, rich and shallow alluvial deposits were mined, mostly by small-scale methods.",,"Brooks, A.H., 1903, Placer gold mining in Alaska in 1902:  U.S. Geological Survey Bulletin 213, p. 41-48.|Brooks, A.H., 1904, Placer mining in Alaska in 1903:  U.S. Geological Survey Bulletin 225, p. 43-59.|Brooks, A.H., 1905, Placer mining in Alaska in 1",C.C. Hawley and Travis L. Hudson,7/10/2000,Quaternary; parts of Anvil Creek are at low enough elevations to have been influenced by Quaternary sea-level fluctuations.,"Hawley Resource Group, Inc.","Anvil Creek is a major gold producer in the Nome mining district; the estimated total gold production is 500,000 ounces.",,"Collier and others, 1908",64.56294,-165.418151,WGS84,NAD27 (EPSG:4267) reprojected to WGS84 (EPSG:4326)
